resName1,PDB Classification,Uniprot Acc
ZN,TRANSPORT PROTEIN,A0A0H3JTS7
FE,CELL INVASION,B7VFI6
ZN,CARBOHYDRATE-BINDING PROTEIN,A3DC27
ZN,CARBOHYDRATE-BINDING PROTEIN,A3DC27
ZN,HYDROLASE,Q89GW5
ZN,PEPTIDE BINDING PROTEIN,Q92784
ZN,PEPTIDE BINDING PROTEIN,Q92784
ZN,PEPTIDE BINDING PROTEIN,Q92784
ZN,PEPTIDE BINDING PROTEIN,Q92784
ZN,PROTEIN BINDING,O89053
ZN,TOXIN,Q837X5
FE,METAL TRANSPORT,P48329
ZN,METAL BINDING PROTEIN,Q5SH22
ZN,ACTIN-BINDING PROTEIN/PEPTIDE,O76041
ZN,HYDROLASE/HYDROLASE INHIBITOR,Q89GW5
MG,VIRAL PROTEIN,Q9XJP3
ZN,TRANSCRIPTION,
ZN,TRANSCRIPTION,
MG,SUGAR BINDING PROTEIN,U5U3S0
MG,SUGAR BINDING PROTEIN,U5U3S0
MG,ISOMERASE,C6XJ17
ZN,METAL BINDING PROTEIN,P0DP29
MG,TRANSPORT PROTEIN,Q8T6I2
MG,UNKNOWN FUNCTION,A0A0H3LT39
ZN,Hydrolase/Hydrolase Inhibitor,3.5.1.88
ZN,SIGNALING PROTEIN,Q9JIL4
ZN,SIGNALING PROTEIN,Q98SW5
ZN,SIGNALING PROTEIN,Q98SW5
NI,UNKNOWN FUNCTION,A0A1E8X683
CU,METAL BINDING PROTEIN,G1UBC6
MG,METAL TRANSPORT,
MG,METAL TRANSPORT,
MG,VIRAL PROTEIN,Q83884
MG,TOXIN,Q9SPD4
CU,ELECTRON TRANSPORT,P00282
CO,OXIDOREDUCTASE,P30967
ZN,"CELL CYCLE,
ZN,"CELL CYCLE,
ZN,CELL ADHESION,A0A0M3KL43
ZN,PROTEIN BINDING,D1CIZ5
ZN,PROTEIN BINDING,D1CIZ5
ZN,SUGAR BINDING PROTEIN,O00214
MG,SUGAR BINDING PROTEIN,A7LXT5
ZN,HYDROLASE,Q9L387
ZN,UNKNOWN FUNCTION,Q72Q78
ZN,VIRAL PROTEIN,Q6XNL3
ZN,VIRAL PROTEIN,Q9YJC1
MG,"STRUCTURAL GENOMICS,
MG,Structural Genomics/Unknown Function,A0A0H2UQ81
ZN,CELL INVASION,Q99WU4
MG,RNA BINDING PROTEIN,Q6P2Q9
ZN,METAL BINDING PROTEIN,P04271
CU,CHAPERONE,Q89VB6
MG,PROTEIN BINDING/INHIBITOR,P31947
MG,"SIGNALING PROTEIN,
NI,METAL BINDING PROTEIN,P37975
ZN,VIRAL PROTEIN,Q64823
MG,TRANSPORT PROTEIN,
MG,TRANSPORT PROTEIN,
NI,METAL BINDING PROTEIN,Q9RC77
ZN,PEPTIDE BINDING PROTEIN,Q07820
ZN,TRANSCRIPTION,Q96BD5
ZN,TRANSCRIPTION,Q96BD5
MG,SIGNALING PROTEIN,O88992
ZN,PROTEIN BINDING,Q9DEA6
CU,METAL BINDING PROTEIN,O58720
MG,Transcription Regulator,
ZN,METAL BINDING PROTEIN,Q6SJB6
ZN,IMMUNE SYSTEM,Q9NHA8
ZN,IMMUNE SYSTEM,Q9NHA8
MG,Transcription regulator,
NI,TRANSCRIPTION,Q8VDS3
MG,PROTEIN BINDING/PEPTIDE,Q14U76
NI,SIGNALING PROTEIN,
ZN,SIGNALING PROTEIN,
FE,METAL BINDING PROTEIN,Q9Z4N6
ZN,CELL CYCLE,O13728
ZN,CELL CYCLE,O13728
ZN,CELL CYCLE,O13728
ZN,MEMBRANE PROTEIN,P19491
ZN,ANTIMICROBIAL PROTEIN,Q06141
ZN,ANTIMICROBIAL PROTEIN,Q06141
ZN,TRANSCRIPTION,Q8IWS0
ZN,RNA BINDING PROTEIN,P26368
ZN,LIPID BINDING PROTEIN,Q5SJQ7
ZN,APOPTOSIS,Q16611
CU,CHAPERONE,Q93J41
MG,HYDROLASE,Q9A919
CO,HYDROLASE,Q9A919
CO,HYDROLASE,Q9A919
MG,HYDROLASE,Q9A919
ZN,PHOTOSYSTEM II,P12301
ZN,RECEPTOR,Q0P9X8
MG,TOXIN/ANTITOXIN,P9WFB9
ZN,"structural genomics,
MG,PLANT PROTEIN,A0A158RFR1
CU,PLANT PROTEIN,A0A2R2JFS1
ZN,METAL BINDING PROTEIN,P76344
CO,METAL BINDING PROTEIN,A1SR01
MG,METAL BINDING PROTEIN,
CU,ELECTRON TRANSFER(CUPROPROTEIN),P04171
ZN,IMMUNE SYSTEM,
MG,"STRUCTURAL GENOMICS,
MG,"STRUCTURAL GENOMICS,
MG,SUGAR BINDING PROTEIN,C7HDV0
ZN,TRANSCRIPTION,P78317
ZN,TRANSCRIPTION,P78317
MG,"IMMUNE SYSTEM,
MG,"STRUCTURAL GENOMICS,
ZN,"METAL BINDING,
ZN,"METAL BINDING,
MG,ELECTRON TRANSPORT,Q8GTB5
FE,METAL BINDING PROTEIN,Q8A8Q1
NI,METAL BINDING PROTEIN,Q8A8Q1
NI,SUGAR BINDING PROTEIN,O00182
MG,HYDROLASE,Q6XL56
MG,TRANSPORT PROTEIN,Q9X0V0
ZN,PROTEIN BINDING,Q86VP1
ZN,HYDROLASE,P32179
ZN,HYDROLASE,P32179
ZN,HYDROLASE,P32179
ZN,HYDROLASE,P32179
ZN,HYDROLASE,P32179
ZN,APOPTOSIS,Q13490
MG,IMMUNE SYSTEM,O70570
MG,SIGNALING PROTEIN,Q60598
MG,TRANSCRIPTION,Q0S8Y3
FE,iron binding protein,A1JLH5
ZN,iron binding protein,A1JLH5
ZN,iron binding protein,A1JLH5
ZN,iron binding protein,A1JLH5
ZN,UNKNOWN FUNCTION,O25673
MG,UNKNOWN FUNCTION,Q8A5Q9
ZN,OXIDOREDUCTASE,J7JYU1
ZN,DNA BINDING PROTEIN,Q9Y692
CU,ELECTRON TRANSFER(CUPROPROTEIN),P04377
ZN,TRANSPORT PROTEIN,P42061
ZN,TRANSPORT PROTEIN,P42061
ZN,TRANSPORT PROTEIN,P42061
ZN,APOPTOSIS,"P97287
MG,LIGAND BINDING PROTEIN,O30142
MG,SIGNALING PROTEIN,Complement C1q subcomponent subunit B"
ZN,HYDROLASE,B5KVR9
ZN,METAL BINDING,Q8P6F4
ZN,STRUCTURAL PROTEIN,Q8W4L5
ZN,STRUCTURAL PROTEIN,Q8W4L5
MG,TRANSCRIPTION REGULATOR,P9WGM1
ZN,GENE REGULATION,Q9Y3Y4
CU1,COPPER-BINDING PROTEIN,A0A1I9GEP2
CU,ELECTRON TRANSPORT,P12335
NI,CHAPERONE,P31948
CU,ELECTRON TRANSPORT,P29602
MN,TRANSCRIPTION,P13792
ZN,ELECTRON TRANSPORT,P34097
ZN,ELECTRON TRANSPORT,P34097
MG,TRANSPORT PROTEIN,P45206
CU,ELECTRON TRANSPORT,P80728
CU,ELECTRON TRANSPORT(COPPER BINDING),P12376
CU,ELECTRON TRANSPORT(COPPER BINDING),P12376
NI,LUMINESCENT PROTEIN,Q8I6J8
MG,TRANSPORT PROTEIN,Q8TTZ5
MG,TRANSPORT PROTEIN,Q8TTZ5
FE,METAL BINDING PROTEIN,
MG,transcription regulator,Q8NTY1
MN,TOXOFLAVIN BINDING PROTEIN,E3SET7
MG,HYDROLASE,B5DCA0
MG,HYDROLASE,B5DCA0
MG,HYDROLASE,B5DCA0
MG,IMMUNE SYSTEM,P0DOY2
ZN,TRANSCRIPTION,
ZN,TRANSCRIPTION,
NI,TRANSCRIPTION,P39140
MG,TRANSCRIPTION,P39140
ZN,METAL BINDING PROTEIN,B7FR29
ZN,PEPTIDE BINDING PROTEIN,P55197
ZN,PEPTIDE BINDING PROTEIN,P55197
ZN,PEPTIDE BINDING PROTEIN,P55197
CU,METAL BINDING PROTEIN,A9A2G4
MG,METAL TRANSPORT,
MG,SUGAR BINDING PROTEIN,Q92AS8
ZN,ONCOPROTEIN,P29590
MG,SIGNALING PROTEIN,Q80TS3
MG,DNA BINDING PROTEIN,Q6TA00
CU,METAL BINDING PROTEIN,P05067
ZN,LIPID BINDING PROTEIN,D1MPT1
MG,GENE REGULATION,Q9FN03
ZN,TRANSPORT PROTEIN,
ZN,TRANSPORT PROTEIN,
NI,IMMUNE SYSTEM,
ZN,OXIDOREDUCTASE,Q9Y9P9
ZN,OXIDOREDUCTASE,Q9Y9P9
MG,"STRUCTURAL GENOMICS,
ZN,"STRUCTURAL GENOMICS,
FE2,ELECTRON TRANSPORT,P24931
FE2,ELECTRON TRANSPORT,P24931
MG,STRUCTURAL PROTEIN,Q739M5
MG,STRUCTURAL PROTEIN,Q739M5
MG,STRUCTURAL PROTEIN,Q739M5
MG,STRUCTURAL PROTEIN,Q739M5
ZN,SPLICING,Q12046
CU,ELECTRON TRANSPORT,P00282
ZN,METAL BINDING PROTEIN,Q08326
ZN,OXIDOREDUCTASE,P46154
ZN,TRANSCRIPTION,P03001
ZN,TRANSCRIPTION,P03001
ZN,TRANSCRIPTION,P03001
MG,METAL BINDING PROTEIN,Q3M8K9
ZN,SUGAR BINDING PROTEIN,A8W790
ZN,SUGAR BINDING PROTEIN,A8W790
NI,UNKNOWN FUNCTION,P45545
ZN,TRANSPORT PROTEIN,
ZN,TRANSPORT PROTEIN,
MG,"STRUCTURAL GENOMICS,
ZN,TRANSLATION,O61955
ZN,PROTEIN BINDING,Q86YI8
ZN,PROTEIN BINDING,Q86YI8
MG,REPLICATION,P03134
ZN,HYDROLASE,P26214
ZN,HYDROLASE,P26214
ZN,IMMUNE SYSTEM,Q9RQQ5
NI,PROTEIN TRANSPORT,I6Y4Q7
ZN,TRANSLATION,Q9UKA9
MN,STRUCTURAL PROTEIN,Q11176
MG,PROTEIN TRANSPORT,P36057
MG,METAL BINDING PROTEIN,Q8N4E7
NI,METAL BINDING PROTEIN,O31562
ZN,"STRUCTURAL GENOMICS,
MG,TOXIN,Q868M7
MN,"Structural Genomics,
MG,TRANSCRIPTION,Q9I509
ZN,"STRUCTURAL GENOMICS,
MG,SIGNALING PROTEIN,Q9QYG0
ZN,BIOSYNTHETIC PROTEIN,G3XCX7
ZN,SIGNALING PROTEIN/METAL BINDING PROTEIN,Q9WUB0
ZN,METAL BINDING PROTEIN,Q8A0N7
MG,IMMUNE SYSTEM,
ZN,DNA BINDING PROTEIN,Q46864
MG,ISOMERASE,Q13PB7
MG,TRANSPORT PROTEIN,Q8DPB1
MG,TRANSCRIPTION,I2BPL4
MG,CELL ADHESION,E4SDB5
ZN,SPLICING,Q09176
ZN,SPLICING,Q09176
MN,DNA BINDING PROTEIN,Q5NIN6
ZN,DNA BINDING PROTEIN,Q5NIN6
ZN,HYDROLASE,Q8G9Q0
ZN,SIGNALING PROTEIN,P04278
ZN,"structural genomics,
ZN,METAL TRANSPORT,P39172
ZN,METAL TRANSPORT,P39172
MG,"Oxygen Storage,
MG,CELL ADHESION PROTEIN,P11215
CU,METAL TRANSPORT,P77214
NI,HYDROLASE,Q6VT21
ZN,TRANSCRIPTION/Protein Binding,O15164
ZN,DNA BINDING PROTEIN,P32447
NI,IMMUNE SYSTEM,
ZN,SUGAR BINDING PROTEIN,A0A3B6UEU4
ZN,TRANSPORT,P44542
ZN,TRANSPORT,P44542
MG,TRANSPORT PROTEIN,P02766
ZN,TRANSPORT PROTEIN,P42262
MG,IMMUNE SYSTEM,P61769
ZN,PERIPLASMIC BINDING PROTEIN,P39265
ZN,PERIPLASMIC BINDING PROTEIN,P39265
MG,"Structural Genomics,
ZN,"STRUCTURAL GENOMICS,
ZN,TRANSPORT PROTEIN,
NI,"STRUCTURAL GENOMICS,
ZN,OXIDOREDUCTASE,P0A9S3
NI,TRANSCRIPTION,P0A9G8
ZN,TRANSLATION,P10081
MG,LYASE,P9WPJ9
ZN,DNA BINDING PROTEIN,P71086
ZN,VIRAL PROTEIN,Q992I2
ZN,VIRAL PROTEIN,Q992I2
ZN,VIRAL PROTEIN,Q992I2
MG,LYASE/ANTIBIOTIC,Q59643
ZN,OXIDOREDUCTASE,Q9UVQ2
ZN,METAL BINDING PROTEIN,Q8WYH8
ZN,METAL BINDING PROTEIN,Q8WYH8
ZN,TRANSPORT PROTEIN,"P19492
ZN,OXIDOREDUCTASE,A0A0M3U1T9
ZN,OXIDOREDUCTASE,A0A0M3U1T9
ZN,OXIDOREDUCTASE,C4R0S8
ZN,TRANSLATION,P12962
MN,TRANSCRIPTION,P54512
ZN,IMMUNE SYSTEM,Q9JKE2
ZN,IMMUNE SYSTEM,Q9JKE2
ZN,OXIDOREDUCTASE,Q46UZ9
MG,TRANSPORT PROTEIN,F8UWD6
MG,TRANSPORT PROTEIN,A0A1A9TAB8
MG,TRANSPORT PROTEIN,A0A1A9TAB8
NI,RNA BINDING PROTEIN,Q14011
ZN,METAL TRANSPORT,O29901
ZN,"STRUCTURAL GENOMICS,
MG,TRANSFERASE,Q04LZ5
MG,LIGAND BINDING PROTEIN,Q60754
ZN,TRANSPORT PROTEIN,P49791
ZN,TRANSPORT PROTEIN,P49791
ZN,TRANSCRIPTION,Q86U86
ZN,NUCLEAR PROTEIN,P13699
ZN,REPLICATION,Q9HK10
ZN,ENDONUCLEASE,P24289
MG,DNA-BINDING REGULATORY PROTEIN,P0A8U6
MG,TOXIN,P22030
ZN,GENE REGULATION,Q03456
ZN,GENE REGULATION,Q03456
ZN,"STRUCTURAL GENOMICS,
ZN,"STRUCTURAL GENOMICS,
CU,ELECTRON TRANSPORT,P42849
ZN,MOTILITY,Q7YXJ9
ZN,TRANSCRIPTION,Q9HYQ4
MG,GENE REGULATION,Q5F882
ZN,OXIDOREDUCTASE,Q97YM2
ZN,"STRUCTURAL PROTEIN,
MG,"STRUCTURAL GENOMICS,
ZN,SIGNALING PROTEIN/APOPTOSIS,P98170
ZN,STRUCTURAL PROTEIN,P20849
ZN,APOPTOSIS,Q13075
ZN,VIRAL PROTEIN,Q6ZYH1
CU,METAL BINDING PROTEIN,P73600
ZN,SIGNALING PROTEIN,Q970L2
ZN,PROTEIN TRANSPORT,O95487
MG,SPLICING,Q07930
ZN,PROTEIN BINDING,Q92785
ZN,CELL ADHESION,Q5XHE3
ZN,TOXIN,A5H7H0
ZN,ANTIVIRAL PROTEIN,Q8K3Y6
ZN,ANTIVIRAL PROTEIN,Q8K3Y6
ZN,ANTIVIRAL PROTEIN,Q8K3Y6
ZN,ANTIVIRAL PROTEIN,Q8K3Y6
MG,PLANT PROTEIN,O49195
MG,TOXIN,A8ULG6
CO,CHAPERONE,Q61937
ZN,TOXIN,O25552
ZN,TRANSPORT PROTEIN,
MG,UNKNOWN FUNCTION,A7AL02
MG,OXIDOREDUCTASE, 1.13.11.13"
ZN,HYDROLASE,P15085
ZN,PROTEIN TRANSPORT,Q5ZYB7
MG,IMMUNE SYSTEM,O50665
MG,DNA BINDING PROTEIN,Q9WYA3
ZN,UNKNOWN FUNCTION,A0A0H3K0M1
ZN,HYDROLASE,A2V759
MG,TRANSPORT,E1VBK1
ZN,LIPID BINDING PROTEIN,P07597
MN,HYDROLASE,Q9HXY1
ZN,COMPLEX (SIGNAL TRANSDUCTION/PEPTIDE),P62993
MG,RNA BINDING PROTEIN,P39990
CO,UNKNOWN FUNCTION,P27838
CO,UNKNOWN FUNCTION,P27838
NI,HYDROLASE,Q57ZL6
ZN,HYDROLASE,P25774
NI,LYASE,P58687
ZN,OXIDOREDUCTASE,P35630
MG,OXIDOREDUCTASE,P35630
ZN,NUCLEAR PROTEIN,Q9Y6X9
ZN,DNA BINDING PROTEIN,O15350
ZN,RNA BINDING PROTEIN,A1RZU2
MN,LIGASE/ANTIBIOTIC,6.1.1.2
MG,HYDROLASE,P05187
NI,MEMBRANE PROTEIN,Q8R9C0
ZN,CELL ADHESION,P40199
ZN,"STRUCTURAL GENOMICS,
ZN,REPLICATION,Q54324
ZN,IMMUNE SYSTEM,Q58EU8
CU,ELECTRON TRANSPORT,Q8RMH6
ZN,METAL BINDING PROTEIN,Q5SHJ4
ZN,LIGASE,Q7SIE4
ZN,SIGNALING PROTEIN,P27870
ZN,"MEMBRANE PROTEIN,
MN,"Structural Genomics,
MG,PROTEIN BINDING,Q9JXC6
ZN,OXIDOREDUCTASE,D2Y3F4
CU,SUGAR BINDING PROTEIN, CPB33A"
ZN,TRANSCRIPTION,O84957
ZN,CHOLINE-BINDING PROTEIN,A0A0F7PV22
ZN,PHOTOSYNTHESIS,P73048
ZN,IMMUNE SYSTEM,Q5M842
ZN,IMMUNE SYSTEM,Q5M842
ZN,HYDROLASE,Q9K2N0
MG,VIRAL PROTEIN,Q775D6
MG,IMMUNE SYSTEM,A2N494
ZN,OXIDOREDUCTASE,M4VRJ6
MG,CELL ADHESION,P56199
MG,VIRAL PROTEIN,Q775D6
FE,BIOSYNTHETIC PROTEIN,P39639
MG,TRANSPORT PROTEIN,Q38998
MG,METAL BINDING PROTEIN,
MG,PROTEIN BINDING,Q8I2J4
ZN,TRANSCRIPTION REGULATOR,P06533
ZN,TRANSCRIPTION REGULATOR,P06533
ZN,ELECTRON TRANSPORT,P95522
ZN,ELECTRON TRANSPORT,P95522
FE,ELECTRON TRANSPORT,P22076
MG,SUGAR BINDING PROTEIN,Q9YGA6
ZN,TRANSLATION,P05198
MG,CELL ADHESION,Q53653
MG,CELL ADHESION,Q53653
ZN,METAL BINDING PROTEIN,P73085
MN,BIOSYNTHETIC PROTEIN,Q9X1H5
ZN,UNKNOWN FUNCTION,P9WJA3
ZN,"STRUCTURAL GENOMICS,
NI,TRANSCRIPTION REGULATION,O14508
NI,METAL BINDING PROTEIN,P55008
MG,PLANT PROTEIN,P04347
MG,"STRUCTURAL GENOMICS,
ZN,RNA BINDING PROTEIN,P02417
FE,"STRUCTURAL GENOMICS,
MG,CELL ADHESION,A0A0H2UNT6
ZN,ARGININE-BINDING PROTEIN,Q8ZKA9
ZN,ARGININE-BINDING PROTEIN,Q8ZKA9
ZN,MEMBRANE PROTEIN,Q8ZPT3
ZN,METAL BINDING PROTEIN,Q9WMX2
ZN,TRANSFERASE,Q47506
FE,"structural genomics,
ZN,SIGNALING PROTEIN/SIGNALING PROTEIN,Q7Z4I7
ZN,SIGNALING PROTEIN,Q12933
ZN,SIGNALING PROTEIN,Q12933
ZN,SIGNALING PROTEIN,Q12933
ZN,CELL ADHESION,O68212
CU,IMMUNE SYSTEM,Q62192
NI,IMMUNE SYSTEM,
ZN,PROTEIN BINDING/METAL BINDING PROTEIN,Q6NZ36
CO,CHAPERONE,Q9CQJ2
ZN,PEPTIDE BINDING PROTEIN,Q51643
ZN,PEPTIDE BINDING PROTEIN,Q51643
MG,TRANSFERASE,P9WMN3
ZN,TRANSCRIPTION REGULATOR,Q15326
MG,TRANSCRIPTION,P0AE88
ZN,TRANSFERASE/TRANSFERASE inhibitor,2.7.11.11
ZN,OXIDOREDUCTASE,Q8GIX7
ZN,OXIDOREDUCTASE,Q8GIX7
ZN,METAL BINDING PROTEIN,Q6ZSG1
ZN,CELL CYCLE,F8W4B7
ZN,CELL CYCLE,F8W4B7
NI,CELL CYCLE,F8W4B7
NI,CELL CYCLE,F8W4B7
ZN,TRANSCRIPTION,Q9SU24
MG,SIGNALING PROTEIN,
MG,TRANSPORT PROTEIN,P47032
NI,TRANSPORT PROTEIN,Q7BCK4
ZN,ELECTRON TRANSPORT,Q30JB5
ZN,DNA BINDING PROTEIN,Q72QS5
ZN,VIRAL PROTEIN,Q32ZE1
ZN,VIRAL PROTEIN,Q32ZE1
ZN,PROTEIN BINDING,Q9Y3A3
ZN,PROTEIN BINDING,Q9Y3A3
MN,TRANSCRIPTION,A0A0H3CJW2
ZN,CHAPERONE,Q9SN73
MG,DNA BINDING PROTEIN,P0A7G6
NI,TOXIN,P78737
NI,TOXIN,P78737
MG,CONTRACTILE PROTEIN,P47068
CU1,CHAPERONE,O32221
MG,DNA BINDING PROTEIN,Q9GSV7
ZN,OXIDOREDUCTASE,Q9H3R0
MG,MEMBRANE PROTEIN,A0A0U3H1E6
ZN,TRANSCRIPTION,O43189
ZN,TRANSCRIPTION,O43189
ZN,TRANSCRIPTION,O43189
ZN,TRANSCRIPTION,O43189
ZN,METAL BINDING PROTEIN,P0A6Z6
MG,METAL BINDING PROTEIN,Q9NFS4
ZN,HYDROLASE,P24300
NI,TRANSCRIPTION REGULATION,Q15370
FE,METAL BINDING PROTEIN,Q0P8Q4
NI,IMMUNE SYSTEM,P01887
NI,IMMUNE SYSTEM,P01887
FE,METAL BINDING PROTEIN,Q52SA9
MG,VIRAL PROTEIN,Q5MQD0
CO,HYDROLASE,C7C422
NI,HYDROLASE,C7C422
NI,HYDROLASE,C7C422
ZN,VIRAL PROTEIN,P10238
NI,LIPID BINDING PROTEIN,5-trisphosphate-dependent Rac exchanger 1 protein"
ZN,TOXIN,P83512
MG,TRANSPORT PROTEIN,
ZN,VIRAL PROTEIN,P03070
MG,SIGNALING PROTEIN,"P03069
ZN,DNA BINDING PROTEIN,P16794
MN,ISOMERASE,P27099
ZN,SIGNALING PROTEIN,Q8L3E1
ZN,DNA BINDING PROTEIN,P03265
ZN,DNA BINDING PROTEIN,P03265
MG,TRANSFERASE,Q9JZG1
MG,VIRAL PROTEIN,Q7Y442
MG,STRUCTURAL PROTEIN,O55147
MG,VIRAL PROTEIN,Q8SD31
MN,PLASIMIN AND FIBRONECTIN-BINDING PROTEIN,Q8CYC9
MN,PLASIMIN AND FIBRONECTIN-BINDING PROTEIN,Q8CYC9
MG,ISOMERASE,5.4.2.12
NI,NUCLEAR PROTEIN,O28951
NI,NUCLEAR PROTEIN,O28951
NI,NUCLEAR PROTEIN,O28951
MG,CELL CYCLE,P26449
MG,IMMUNE SYSTEM,A0N262
FE,PROTEIN BINDING,Q9UKA1
MG,SIGNALING PROTEIN,P63104
MG,SUGAR BINDING PROTEIN,C7BLE4
ZN,APOPTOSIS,Q07820
ZN,APOPTOSIS,Q07820
ZN,APOPTOSIS,Q07820
CO,TRANSLATION,A0A0J9X1Z5
CO,CELL CYCLE,P36094
ZN,UNKNOWN FUNCTION,P51531
ZN,IMMUNE SYSTEM,P02741
MG,TOXIN,Q57159
ZN,ALLERGEN,P82242
ZN,OXIDOREDUCTASE,P77280
ZN,PHOTOSYNTHESIS,P12302
ZN,VIRAL PROTEIN,P03390
ZN,HYDROLASE/HYDROLASE INHIBITOR,P95493
ZN,APOPTOSIS/APOPTOSIS INHIBITOR,P98170
NI,SIGNALING PROTEIN,Q51451
NI,SIGNALING PROTEIN,P63000
ZN,TRANSCRIPTION,Q9U405
ZN,TRANSCRIPTION,P0ABS1
ZN,"RECOMBINATION,
ZN,TOXIN,P34071
ZN,OXIDOREDUCTASE,1.1.1.1
MG,MUSCLE PROTEIN,P13543
ZN,DNA BINDING PROTEIN,Q7Y265
ZN,"STRUCTURAL GENOMICS,
ZN,OXIDOREDUCTASE,O49482
ZN,TRANSCRIPTION,P25916
ZN,"GENE REGULATION,
MG,TRANSPORT PROTEIN,P06996
ZN,PROTEIN TRANSPORT,Q06696
MG,DNA BINDING PROTEIN,Q6DFM0
ZN,PROTEIN TRANSPORT,Q5CRY1
MG,LIGASE,Q2K340
ZN,"SIGNALING PROTEIN,
MN,LYASE,O34714
ZN,PHOTOSYNTHESIS,F2Z292
ZN,UNKNOWN FUNCTION,Q97VZ8
MG,PROTEIN BINDING,Q2W8Q0
MG,"STRUCTURAL GENOMICS,
MG,TRANSPORT PROTEIN,
ZN,APOPTOSIS,Q13489
ZN,"structural genomics, conserved barrel domain protein"
NI,DNA BINDING PROTEIN,Q70LE6
NI,DNA BINDING PROTEIN,Q70LE6
ZN,OXIDOREDUCTASE,Q8KLT9
ZN,METAL BINDING PROTEIN,Q13490
ZN,OXIDOREDUCTASE,
ZN,OXIDOREDUCTASE,B2ZB02
ZN,VIRAL PROTEIN,Q5EGK8
ZN,VIRAL PROTEIN,Q5EGK8
ZN,VIRAL PROTEIN,Q5EGK8
MG,SIGNALING PROTEIN,Q5SJ83
ZN,METAL BINDING PROTEIN/PROTEIN TRANSPORT,P38862
ZN,PROTEIN BINDING,Q53ET0
ZN,SUGAR BINDING PROTEIN,A7V4Y5
ZN,TRANSCRIPTION,
ZN,METAL BINDING PROTEIN,P0AB60
ZN,ENDOCYTOSIS,Q9BQI5
ZN,ENDOCYTOSIS,Q9BQI5
ZN,CELL ADHESION,C7T9P4
ZN,TRANSPORT PROTEIN,A5UZ69
ZN,TRANSPORT PROTEIN,A5UZ69
ZN,TRANSPORT PROTEIN,A5UZ69
MG,CELL ADHESION,A1YIY2
ZN,METAL BINDING PROTEIN,G4TKU4
MG,CALCIUM BINDING PROTEIN,P02618
ZN,HYDROLASE,Q7LYT7
ZN,HYDROLASE,Q7LYT7
ZN,TRANSCRIPTION,P0ACS5
ZN,IMMUNE SYSTEM,Q7BAE3
MN,PROTEIN TRANSPORT,Q9QZ88
MG,"STRUCTURAL GENOMICS,
MN,TOXIN,Q87DZ3
MG,ISOMERASE,Q12GE3
MG,PROTEIN BINDING,O13836
ZN,CELL ADHESION,Q02248
ZN,CELL CYCLE,Q9H8S9
MG,SIGNALING PROTEIN/PEPTIDE,P62993
MN,ISOMERASE,P24300
ZN,"STRUCTURAL GENOMICS, conserved hypothetical protein"
MG,"STRUCTURAL GENOMICS,
ZN,ELECTRON TRANSPORT,P49949
ZN,OXIDOREDUCTASE,1.1.1.1
ZN,PEPTIDE BINDING PROTEIN,P71590
ZN,TRANSCRIPTION REGULATOR,Q96ZY1
ZN,HYDROLASE,P07711
ZN,HYDROLASE,P07711
ZN,PROTEIN TRANSPORT,Q15075
MG,PROTEIN TRANSPORT,P35818
NI,HYDROLASE,G9JVE6
ZN,MEMBRANE PROTEIN,Q51227
ZN,MEMBRANE PROTEIN,Q51227
ZN,MEMBRANE PROTEIN,Q51227
ZN,OXIDOREDUCTASE (CH-OH(D)-NAD(A)),P26325
MG,DNA BINDING PROTEIN,Q9RZN1
ZN,TRANSCRIPTION,
ZN,"STRUCTURAL GENOMICS,
MG,"structural genomics,
ZN,METAL BINDING PROTEIN, Insulin gene enhancer protein ISL-1"
ZN,METAL BINDING PROTEIN, Insulin gene enhancer protein ISL-1"
ZN,METAL BINDING PROTEIN, Insulin gene enhancer protein ISL-1"
ZN,METAL BINDING PROTEIN, Insulin gene enhancer protein ISL-1"
ZN,TOXIN,P69179
CO,TRANSCRIPTION,Q96JM7
ZN,TRANSCRIPTION,D5KM69
MG,CELL ADHESION,Q5SII9
NI,STRUCTURAL PROTEIN,P52179
ZN,OXIDOREDUCTASE,A0A1C7D193
ZN,TRANSCRIPTION,P23890
NI,CHAPERONE,P31948
MG,TRANSPORT PROTEIN,G4FEC0
MN,RNA BINDING PROTEIN,C4LU64
ZN,GENE REGULATION,
MG,SIGNALING PROTEIN,Q8WTX7
ZN,PEPTIDE BINDING PROTEIN/PEPTIDE,P77348
ZN,PEPTIDE BINDING PROTEIN/PEPTIDE,P77348
ZN,OXIDOREDUCTASE,1.1.1.1
MG,TRANSCRIPTION,P0AFJ5
MG,TRANSPORT PROTEIN,P02931
MG,TRANSPORT PROTEIN,P02931
ZN,ELECTRON TRANSPORT,P00147
ZN,MEMBRANE PROTEIN,P32867
ZN,MEMBRANE PROTEIN,Q63881
ZN,DNA BINDING PROTEIN,P15919
ZN,DNA BINDING PROTEIN,P15919
ZN,DNA BINDING PROTEIN,P15919
ZN,TRANSCRIPTION,Q20646
NI,TRANSCRIPTION,O58316
ZN,PROTEIN BINDING,Q9UJ41
ZN,INHIBITOR,O76096
ZN,INHIBITOR,O76096
ZN,LIGASE,O57921
